Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Soil_Black,Soil_Dark Brown,Soil_Light Brown,Soil_Medium Brown,Soil_Red,Soil_Red ,Soil_Reddish Brown,District_Name
-0.5363069045886639,-0.26234803420709524,1.0200872710607913,-0.7465480546539344,0.7183507794443881,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.40492306676385437,-0.26234803420709524,1.0200872710607913,-0.7465480546539344,0.7183507794443881,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.2735392289390449,-0.26234803420709524,1.0200872710607913,-0.7465480546539344,0.7183507794443881,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.14215539111423542,-0.26234803420709524,1.0200872710607913,-0.7465480546539344,0.7183507794443881,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.010771553289425917,-0.26234803420709524,1.0200872710607913,-0.7465480546539344,0.7183507794443881,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
0.12061228453538357,-0.26234803420709524,1.0200872710607913,-0.7465480546539344,0.7183507794443881,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.5363069045886639,0.03976390209722257,1.1601905564406676,0.8755854892330198,1.1156445377326876,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.40492306676385437,0.03976390209722257,1.1601905564406676,0.8755854892330198,1.1156445377326876,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.2735392289390449,0.03976390209722257,1.1601905564406676,0.8755854892330198,1.1156445377326876,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.14215539111423542,0.03976390209722257,1.1601905564406676,0.8755854892330198,1.1156445377326876,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.010771553289425917,0.03976390209722257,1.1601905564406676,0.8755854892330198,1.1156445377326876,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
0.12061228453538357,0.03976390209722257,1.1601905564406676,0.8755854892330198,1.1156445377326876,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.5363069045886639,0.3418758384015404,1.3002938418205436,0.8755854892330198,1.512938296020987,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.40492306676385437,0.3418758384015404,1.3002938418205436,0.8755854892330198,1.512938296020987,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.2735392289390449,0.3418758384015404,1.3002938418205436,0.8755854892330198,1.512938296020987,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.14215539111423542,0.3418758384015404,1.3002938418205436,0.8755854892330198,1.512938296020987,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.010771553289425917,0.3418758384015404,1.3002938418205436,0.8755854892330198,1.512938296020987,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
0.12061228453538357,0.3418758384015404,1.3002938418205436,0.8755854892330198,1.512938296020987,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.5363069045886639,-0.26234803420709524,1.44039712720042,-0.7465480546539344,1.9102320543092866,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-0.40492306676385437,-0.26234803420709524,1.44039712720042,-0.7465480546539344,1.9102320543092866,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-0.2735392289390449,-0.26234803420709524,1.44039712720042,-0.7465480546539344,1.9102320543092866,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-0.14215539111423542,-0.26234803420709524,1.44039712720042,-0.7465480546539344,1.9102320543092866,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-0.010771553289425917,-0.26234803420709524,1.44039712720042,-0.7465480546539344,1.9102320543092866,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
0.12061228453538357,-0.26234803420709524,1.44039712720042,-0.7465480546539344,1.9102320543092866,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-0.5363069045886639,0.03976390209722257,1.0200872710607913,0.8755854892330198,2.307525812597586,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.40492306676385437,0.03976390209722257,1.0200872710607913,0.8755854892330198,2.307525812597586,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.2735392289390449,0.03976390209722257,1.0200872710607913,0.8755854892330198,2.307525812597586,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.14215539111423542,0.03976390209722257,1.0200872710607913,0.8755854892330198,2.307525812597586,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.010771553289425917,0.03976390209722257,1.0200872710607913,0.8755854892330198,2.307525812597586,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
0.12061228453538357,0.03976390209722257,1.0200872710607913,0.8755854892330198,2.307525812597586,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.5363069045886639,0.3418758384015404,1.1601905564406676,0.8755854892330198,2.7048195708858853,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.40492306676385437,0.3418758384015404,1.1601905564406676,0.8755854892330198,2.7048195708858853,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.2735392289390449,0.3418758384015404,1.1601905564406676,0.8755854892330198,2.7048195708858853,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.14215539111423542,0.3418758384015404,1.1601905564406676,0.8755854892330198,2.7048195708858853,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.010771553289425917,0.3418758384015404,1.1601905564406676,0.8755854892330198,2.7048195708858853,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
0.12061228453538357,0.3418758384015404,1.1601905564406676,0.8755854892330198,2.7048195708858853,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.5363069045886639,-0.26234803420709524,1.3002938418205436,-0.7465480546539344,0.7183507794443881,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.40492306676385437,-0.26234803420709524,1.3002938418205436,-0.7465480546539344,0.7183507794443881,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.2735392289390449,-0.26234803420709524,1.3002938418205436,-0.7465480546539344,0.7183507794443881,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.14215539111423542,-0.26234803420709524,1.3002938418205436,-0.7465480546539344,0.7183507794443881,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.010771553289425917,-0.26234803420709524,1.3002938418205436,-0.7465480546539344,0.7183507794443881,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
0.12061228453538357,-0.26234803420709524,1.3002938418205436,-0.7465480546539344,0.7183507794443881,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.5363069045886639,0.03976390209722257,1.44039712720042,0.8755854892330198,1.1156445377326876,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-0.40492306676385437,0.03976390209722257,1.44039712720042,0.8755854892330198,1.1156445377326876,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-0.2735392289390449,0.03976390209722257,1.44039712720042,0.8755854892330198,1.1156445377326876,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-0.14215539111423542,0.03976390209722257,1.44039712720042,0.8755854892330198,1.1156445377326876,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-0.010771553289425917,0.03976390209722257,1.44039712720042,0.8755854892330198,1.1156445377326876,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
0.12061228453538357,0.03976390209722257,1.44039712720042,0.8755854892330198,1.1156445377326876,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-0.5363069045886639,0.3418758384015404,1.0200872710607913,0.8755854892330198,1.512938296020987,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.40492306676385437,0.3418758384015404,1.0200872710607913,0.8755854892330198,1.512938296020987,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.2735392289390449,0.3418758384015404,1.0200872710607913,0.8755854892330198,1.512938296020987,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.14215539111423542,0.3418758384015404,1.0200872710607913,0.8755854892330198,1.512938296020987,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.010771553289425917,0.3418758384015404,1.0200872710607913,0.8755854892330198,1.512938296020987,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
0.12061228453538357,0.3418758384015404,1.0200872710607913,0.8755854892330198,1.512938296020987,-1.0031304690588156,11,1,0,0,0,0,0,0,Kolhapur
-0.5363069045886639,-0.26234803420709524,1.1601905564406676,-0.7465480546539344,1.9102320543092866,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.40492306676385437,-0.26234803420709524,1.1601905564406676,-0.7465480546539344,1.9102320543092866,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.2735392289390449,-0.26234803420709524,1.1601905564406676,-0.7465480546539344,1.9102320543092866,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.14215539111423542,-0.26234803420709524,1.1601905564406676,-0.7465480546539344,1.9102320543092866,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.010771553289425917,-0.26234803420709524,1.1601905564406676,-0.7465480546539344,1.9102320543092866,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
0.12061228453538357,-0.26234803420709524,1.1601905564406676,-0.7465480546539344,1.9102320543092866,-0.15519493677516055,11,1,0,0,0,0,0,0,Kolhapur
-0.5363069045886639,0.03976390209722257,1.3002938418205436,0.8755854892330198,2.307525812597586,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.40492306676385437,0.03976390209722257,1.3002938418205436,0.8755854892330198,2.307525812597586,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.2735392289390449,0.03976390209722257,1.3002938418205436,0.8755854892330198,2.307525812597586,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.14215539111423542,0.03976390209722257,1.3002938418205436,0.8755854892330198,2.307525812597586,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.010771553289425917,0.03976390209722257,1.3002938418205436,0.8755854892330198,2.307525812597586,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
0.12061228453538357,0.03976390209722257,1.3002938418205436,0.8755854892330198,2.307525812597586,0.6927405955084945,11,1,0,0,0,0,0,0,Kolhapur
-0.5363069045886639,0.3418758384015404,1.44039712720042,0.8755854892330198,2.7048195708858853,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-0.40492306676385437,0.3418758384015404,1.44039712720042,0.8755854892330198,2.7048195708858853,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-0.2735392289390449,0.3418758384015404,1.44039712720042,0.8755854892330198,2.7048195708858853,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-0.14215539111423542,0.3418758384015404,1.44039712720042,0.8755854892330198,2.7048195708858853,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-0.010771553289425917,0.3418758384015404,1.44039712720042,0.8755854892330198,2.7048195708858853,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
0.12061228453538357,0.3418758384015404,1.44039712720042,0.8755854892330198,2.7048195708858853,1.5406761277921497,11,1,0,0,0,0,0,0,Kolhapur
-1.9815291206615684,-1.7729077157286843,-1.0814620096373515,-0.7465480546539344,-0.8708242537088099,-0.15519493677516055,5,1,0,0,0,0,0,0,Kolhapur
-1.8501452828367588,-1.7729077157286843,-1.0814620096373515,-0.7465480546539344,-0.8708242537088099,-0.15519493677516055,5,1,0,0,0,0,0,0,Kolhapur
-1.7187614450119493,-1.7729077157286843,-1.0814620096373515,-0.7465480546539344,-0.8708242537088099,-0.15519493677516055,5,1,0,0,0,0,0,0,Kolhapur
-1.5873776071871397,-1.7729077157286843,-1.0814620096373515,-0.7465480546539344,-0.8708242537088099,-0.15519493677516055,5,1,0,0,0,0,0,0,Kolhapur
-1.4559937693623304,-1.7729077157286843,-1.0814620096373515,-0.7465480546539344,-0.8708242537088099,-0.15519493677516055,5,1,0,0,0,0,0,0,Kolhapur
-1.9815291206615684,-1.4707957794243667,-0.9413587242574752,0.8755854892330198,-0.47353049542051046,0.6927405955084945,5,1,0,0,0,0,0,0,Kolhapur
-1.8501452828367588,-1.4707957794243667,-0.9413587242574752,0.8755854892330198,-0.47353049542051046,0.6927405955084945,5,1,0,0,0,0,0,0,Kolhapur
-1.7187614450119493,-1.4707957794243667,-0.9413587242574752,0.8755854892330198,-0.47353049542051046,0.6927405955084945,5,1,0,0,0,0,0,0,Kolhapur
-1.5873776071871397,-1.4707957794243667,-0.9413587242574752,0.8755854892330198,-0.47353049542051046,0.6927405955084945,5,1,0,0,0,0,0,0,Kolhapur
-1.4559937693623304,-1.4707957794243667,-0.9413587242574752,0.8755854892330198,-0.47353049542051046,0.6927405955084945,5,1,0,0,0,0,0,0,Kolhapur
-1.9815291206615684,-1.1686838431200488,-0.8012554388775991,0.8755854892330198,-0.07623673713221094,-0.15519493677516055,5,1,0,0,0,0,0,0,Kolhapur
-1.8501452828367588,-1.1686838431200488,-0.8012554388775991,0.8755854892330198,-0.07623673713221094,-0.15519493677516055,5,1,0,0,0,0,0,0,Kolhapur
-1.7187614450119493,-1.1686838431200488,-0.8012554388775991,0.8755854892330198,-0.07623673713221094,-0.15519493677516055,5,1,0,0,0,0,0,0,Kolhapur
-1.5873776071871397,-1.1686838431200488,-0.8012554388775991,0.8755854892330198,-0.07623673713221094,-0.15519493677516055,5,1,0,0,0,0,0,0,Kolhapur
-1.4559937693623304,-1.1686838431200488,-0.8012554388775991,0.8755854892330198,-0.07623673713221094,-0.15519493677516055,5,1,0,0,0,0,0,0,Kolhapur
-1.9815291206615684,-1.7729077157286843,-0.6611521534977229,-0.7465480546539344,-0.8708242537088099,0.6927405955084945,5,1,0,0,0,0,0,0,Kolhapur
-1.8501452828367588,-1.7729077157286843,-0.6611521534977229,-0.7465480546539344,-0.8708242537088099,0.6927405955084945,5,1,0,0,0,0,0,0,Kolhapur
-1.7187614450119493,-1.7729077157286843,-0.6611521534977229,-0.7465480546539344,-0.8708242537088099,0.6927405955084945,5,1,0,0,0,0,0,0,Kolhapur
-1.5873776071871397,-1.7729077157286843,-0.6611521534977229,-0.7465480546539344,-0.8708242537088099,0.6927405955084945,5,1,0,0,0,0,0,0,Kolhapur
-1.4559937693623304,-1.7729077157286843,-0.6611521534977229,-0.7465480546539344,-0.8708242537088099,0.6927405955084945,5,1,0,0,0,0,0,0,Kolhapur
